Entry	Entry Name	Organism	Length	Gene Names (primary)	Protein families
O00507	USP9Y_HUMAN	Homo sapiens (Human)	2555	USP9Y	Peptidase C19 family
O00512	BCL9_HUMAN	Homo sapiens (Human)	1426	BCL9	BCL9 family
O00519	FAAH1_HUMAN	Homo sapiens (Human)	579	FAAH	Amidase family
O00522	KRIT1_HUMAN	Homo sapiens (Human)	736	KRIT1	
O00526	UPK2_HUMAN	Homo sapiens (Human)	184	UPK2	Uroplakin-2 family
O00533	NCHL1_HUMAN	Homo sapiens (Human)	1208	CHL1	Immunoglobulin superfamily
O00541	PESC_HUMAN	Homo sapiens (Human)	588	PES1	Pescadillo family
O00548	DLL1_HUMAN	Homo sapiens (Human)	723	DLL1	
O00555	CAC1A_HUMAN	Homo sapiens (Human)	2506	CACNA1A	Calcium channel alpha-1 subunit (TC 1.A.1.11) family
O00559	RCAS1_HUMAN	Homo sapiens (Human)	213	EBAG9	
O00560	SDCB1_HUMAN	Homo sapiens (Human)	298	SDCBP	
O00562	PITM1_HUMAN	Homo sapiens (Human)	1244	PITPNM1	PtdIns transfer protein family
O00566	MPP10_HUMAN	Homo sapiens (Human)	681	MPHOSPH10	MPP10 family
O00567	NOP56_HUMAN	Homo sapiens (Human)	594	NOP56	NOP5/NOP56 family
O00571	DDX3X_HUMAN	Homo sapiens (Human)	662	DDX3X	DEAD box helicase family
O00574	CXCR6_HUMAN	Homo sapiens (Human)	342	CXCR6	G-protein coupled receptor 1 family
O00584	RNT2_HUMAN	Homo sapiens (Human)	256	RNASET2	RNase T2 family
O00585	CCL21_HUMAN	Homo sapiens (Human)	134	CCL21	Intercrine beta (chemokine CC) family
O00587	MFNG_HUMAN	Homo sapiens (Human)	321	MFNG	Glycosyltransferase 31 family
O00590	ACKR2_HUMAN	Homo sapiens (Human)	384	ACKR2	G-protein coupled receptor 1 family
O00591	GBRP_HUMAN	Homo sapiens (Human)	440	GABRP	Ligand-gated ion channel (TC 1.A.9) family
O00592	PODXL_HUMAN	Homo sapiens (Human)	558	PODXL	Podocalyxin family
O00602	FCN1_HUMAN	Homo sapiens (Human)	326	FCN1	Ficolin lectin family
O00622	CCN1_HUMAN	Homo sapiens (Human)	381	CCN1	CCN family
O00623	PEX12_HUMAN	Homo sapiens (Human)	359	PEX12	Pex2/pex10/pex12 family
O00625	PIR_HUMAN	Homo sapiens (Human)	290	PIR	Pirin family
O00626	CCL22_HUMAN	Homo sapiens (Human)	93	CCL22	Intercrine beta (chemokine CC) family
O00628	PEX7_HUMAN	Homo sapiens (Human)	323	PEX7	WD repeat peroxin-7 family
O00629	IMA3_HUMAN	Homo sapiens (Human)	521	KPNA4	Importin alpha family
O00631	SARCO_HUMAN	Homo sapiens (Human)	31	SLN	Sarcolipin family
O00635	TRI38_HUMAN	Homo sapiens (Human)	465	TRIM38	
O00712	NFIB_HUMAN	Homo sapiens (Human)	420	NFIB	CTF/NF-I family
O00716	E2F3_HUMAN	Homo sapiens (Human)	465	E2F3	E2F/DP family
O00743	PPP6_HUMAN	Homo sapiens (Human)	305	PPP6C	PPP phosphatase family
O00744	WN10B_HUMAN	Homo sapiens (Human)	389	WNT10B	Wnt family
O00746	NDKM_HUMAN	Homo sapiens (Human)	187	NME4	NDK family
O00748	EST2_HUMAN	Homo sapiens (Human)	559	CES2	Type-B carboxylesterase/lipase family
O00750	P3C2B_HUMAN	Homo sapiens (Human)	1634	PIK3C2B	PI3/PI4-kinase family
O00754	MA2B1_HUMAN	Homo sapiens (Human)	1011	MAN2B1	Glycosyl hydrolase 38 family
O00755	WNT7A_HUMAN	Homo sapiens (Human)	349	WNT7A	Wnt family
O00757	F16P2_HUMAN	Homo sapiens (Human)	339	FBP2	FBPase class 1 family
O00762	UBE2C_HUMAN	Homo sapiens (Human)	179	UBE2C	Ubiquitin-conjugating enzyme family
O00763	ACACB_HUMAN	Homo sapiens (Human)	2458	ACACB	
O00764	PDXK_HUMAN	Homo sapiens (Human)	312	PDXK	Pyridoxine kinase family
O00767	SCD_HUMAN	Homo sapiens (Human)	359	SCD	Fatty acid desaturase type 1 family
O14490	DLGP1_HUMAN	Homo sapiens (Human)	977	DLGAP1	SAPAP family
O14492	SH2B2_HUMAN	Homo sapiens (Human)	632	SH2B2	SH2B adapter family
O14493	CLD4_HUMAN	Homo sapiens (Human)	209	CLDN4	Claudin family
O14494	PLPP1_HUMAN	Homo sapiens (Human)	284	PLPP1	PA-phosphatase related phosphoesterase family
O14495	PLPP3_HUMAN	Homo sapiens (Human)	311	PLPP3	PA-phosphatase related phosphoesterase family
O14497	ARI1A_HUMAN	Homo sapiens (Human)	2285	ARID1A	
O14503	BHE40_HUMAN	Homo sapiens (Human)	412	BHLHE40	
O14508	SOCS2_HUMAN	Homo sapiens (Human)	198	SOCS2	
O14511	NRG2_HUMAN	Homo sapiens (Human)	850	NRG2	Neuregulin family
O14512	SOCS7_HUMAN	Homo sapiens (Human)	581	SOCS7	
O14514	AGRB1_HUMAN	Homo sapiens (Human)	1584	ADGRB1	G-protein coupled receptor 2 family
O14519	CDKA1_HUMAN	Homo sapiens (Human)	115	CDK2AP1	CDK2AP family
O14520	AQP7_HUMAN	Homo sapiens (Human)	342	AQP7	MIP/aquaporin (TC 1.A.8) family
O14521	DHSD_HUMAN	Homo sapiens (Human)	159	SDHD	CybS family
O14522	PTPRT_HUMAN	Homo sapiens (Human)	1441	PTPRT	Protein-tyrosine phosphatase family
O14523	C2C2L_HUMAN	Homo sapiens (Human)	706	C2CD2L	
O14524	NEMP1_HUMAN	Homo sapiens (Human)	444	NEMP1	NEMP family
O14525	ASTN1_HUMAN	Homo sapiens (Human)	1302	ASTN1	Astrotactin family
O14526	FCHO1_HUMAN	Homo sapiens (Human)	889	FCHO1	FCHO family
O14529	CUX2_HUMAN	Homo sapiens (Human)	1486	CUX2	CUT homeobox family
O14530	TXND9_HUMAN	Homo sapiens (Human)	226	TXNDC9	
O14531	DPYL4_HUMAN	Homo sapiens (Human)	572	DPYSL4	Metallo-dependent hydrolases superfamily
O14543	SOCS3_HUMAN	Homo sapiens (Human)	225	SOCS3	
O14544	SOCS6_HUMAN	Homo sapiens (Human)	535	SOCS6	
O14556	G3PT_HUMAN	Homo sapiens (Human)	408	GAPDHS	Glyceraldehyde-3-phosphate dehydrogenase family
O14558	HSPB6_HUMAN	Homo sapiens (Human)	160	HSPB6	Small heat shock protein (HSP20) family
O14559	RHG33_HUMAN	Homo sapiens (Human)	1287	ARHGAP33	PX domain-containing GAP family
O14561	ACPM_HUMAN	Homo sapiens (Human)	156	NDUFAB1	Acyl carrier protein (ACP) family
O14569	C56D2_HUMAN	Homo sapiens (Human)	222	CYB561D2	
O14576	DC1I1_HUMAN	Homo sapiens (Human)	645	DYNC1I1	Dynein intermediate chain family
O14578	CTRO_HUMAN	Homo sapiens (Human)	2027	CIT	Protein kinase superfamily
O14579	COPE_HUMAN	Homo sapiens (Human)	308	COPE	COPE family
O14593	RFXK_HUMAN	Homo sapiens (Human)	260	RFXANK	
O14594	NCAN_HUMAN	Homo sapiens (Human)	1321	NCAN	Aggrecan/versican proteoglycan family
O14595	CTDS2_HUMAN	Homo sapiens (Human)	271	CTDSP2	
O14607	UTY_HUMAN	Homo sapiens (Human)	1347	UTY	UTX family
O14610	GBGT2_HUMAN	Homo sapiens (Human)	69	GNGT2	G protein gamma family
O14613	BORG1_HUMAN	Homo sapiens (Human)	210	CDC42EP2	BORG/CEP family
O14617	AP3D1_HUMAN	Homo sapiens (Human)	1153	AP3D1	Adaptor complexes large subunit family
O14618	CCS_HUMAN	Homo sapiens (Human)	274	CCS	Cu-Zn superoxide dismutase family
O14625	CXL11_HUMAN	Homo sapiens (Human)	94	CXCL11	Intercrine alpha (chemokine CxC) family
O14627	CDX4_HUMAN	Homo sapiens (Human)	284	CDX4	Caudal homeobox family
O14628	ZN195_HUMAN	Homo sapiens (Human)	629	ZNF195	Krueppel C2H2-type zinc-finger protein family
O14633	LCE2B_HUMAN	Homo sapiens (Human)	110	LCE2B	LCE family
O14638	ENPP3_HUMAN	Homo sapiens (Human)	875	ENPP3	Nucleotide pyrophosphatase/phosphodiesterase family
O14639	ABLM1_HUMAN	Homo sapiens (Human)	778	ABLIM1	
O14640	DVL1_HUMAN	Homo sapiens (Human)	695	DVL1	DSH family
O14641	DVL2_HUMAN	Homo sapiens (Human)	736	DVL2	DSH family
O14645	IDLC_HUMAN	Homo sapiens (Human)	258	DNALI1	Inner dynein arm light chain family
O14646	CHD1_HUMAN	Homo sapiens (Human)	1710	CHD1	SNF2/RAD54 helicase family
O14647	CHD2_HUMAN	Homo sapiens (Human)	1828	CHD2	SNF2/RAD54 helicase family
O14649	KCNK3_HUMAN	Homo sapiens (Human)	394	KCNK3	Two pore domain potassium channel (TC 1.A.1.8) family
O14653	GOSR2_HUMAN	Homo sapiens (Human)	212	GOSR2	GOSR2 family
O14654	IRS4_HUMAN	Homo sapiens (Human)	1257	IRS4	
O14656	TOR1A_HUMAN	Homo sapiens (Human)	332	TOR1A	ClpA/ClpB family
O14657	TOR1B_HUMAN	Homo sapiens (Human)	336	TOR1B	ClpA/ClpB family
O14662	STX16_HUMAN	Homo sapiens (Human)	325	STX16	Syntaxin family
O14669	TMG2_HUMAN	Homo sapiens (Human)	202	PRRG2	
O14672	ADA10_HUMAN	Homo sapiens (Human)	748	ADAM10	
O14678	ABCD4_HUMAN	Homo sapiens (Human)	606	ABCD4	ABC transporter superfamily
O14681	EI24_HUMAN	Homo sapiens (Human)	340	EI24	EI24 family
O14682	ENC1_HUMAN	Homo sapiens (Human)	589	ENC1	
O14684	PTGES_HUMAN	Homo sapiens (Human)	152	PTGES	MAPEG family
O14686	KMT2D_HUMAN	Homo sapiens (Human)	5537	KMT2D	Class V-like SAM-binding methyltransferase superfamily
O14713	ITBP1_HUMAN	Homo sapiens (Human)	200	ITGB1BP1	
O14717	TRDMT_HUMAN	Homo sapiens (Human)	391	TRDMT1	Class I-like SAM-binding methyltransferase superfamily
O14727	APAF_HUMAN	Homo sapiens (Human)	1248	APAF1	
O14730	RIOK3_HUMAN	Homo sapiens (Human)	519	RIOK3	Protein kinase superfamily
O14732	IMPA2_HUMAN	Homo sapiens (Human)	288	IMPA2	Inositol monophosphatase superfamily
O14733	MP2K7_HUMAN	Homo sapiens (Human)	419	MAP2K7	Protein kinase superfamily
O14734	ACOT8_HUMAN	Homo sapiens (Human)	319	ACOT8	C/M/P thioester hydrolase family
O14735	CDIPT_HUMAN	Homo sapiens (Human)	213	CDIPT	CDP-alcohol phosphatidyltransferase class-I family
O14737	PDCD5_HUMAN	Homo sapiens (Human)	125	PDCD5	PDCD5 family
O14744	ANM5_HUMAN	Homo sapiens (Human)	637	PRMT5	Class I-like SAM-binding methyltransferase superfamily
O14745	NHRF1_HUMAN	Homo sapiens (Human)	358	SLC9A3R1	
O14746	TERT_HUMAN	Homo sapiens (Human)	1132	TERT	Reverse transcriptase family
O14756	H17B6_HUMAN	Homo sapiens (Human)	317	HSD17B6	Short-chain dehydrogenases/reductases (SDR) family
O14757	CHK1_HUMAN	Homo sapiens (Human)	476	CHEK1	Protein kinase superfamily
O14763	TR10B_HUMAN	Homo sapiens (Human)	440	TNFRSF10B	
O14764	GBRD_HUMAN	Homo sapiens (Human)	452	GABRD	Ligand-gated ion channel (TC 1.A.9) family
O14770	MEIS2_HUMAN	Homo sapiens (Human)	477	MEIS2	TALE/MEIS homeobox family
O14771	ZN213_HUMAN	Homo sapiens (Human)	459	ZNF213	Krueppel C2H2-type zinc-finger protein family
O14772	FPGT_HUMAN	Homo sapiens (Human)	607	FPGT	
O14773	TPP1_HUMAN	Homo sapiens (Human)	563	TPP1	
O14775	GNB5_HUMAN	Homo sapiens (Human)	395	GNB5	WD repeat G protein beta family
O14776	TCRG1_HUMAN	Homo sapiens (Human)	1098	TCERG1	
O14777	NDC80_HUMAN	Homo sapiens (Human)	642	NDC80	NDC80/HEC1 family
O14782	KIF3C_HUMAN	Homo sapiens (Human)	793	KIF3C	TRAFAC class myosin-kinesin ATPase superfamily
O14786	NRP1_HUMAN	Homo sapiens (Human)	923	NRP1	Neuropilin family
O14787	TNPO2_HUMAN	Homo sapiens (Human)	897	TNPO2	Importin beta family
O14788	TNF11_HUMAN	Homo sapiens (Human)	317	TNFSF11	Tumor necrosis factor family
O14791	APOL1_HUMAN	Homo sapiens (Human)	398	APOL1	Apolipoprotein L family
O14792	HS3S1_HUMAN	Homo sapiens (Human)	307	HS3ST1	Sulfotransferase 1 family
O14793	GDF8_HUMAN	Homo sapiens (Human)	375	MSTN	TGF-beta family
O14795	UN13B_HUMAN	Homo sapiens (Human)	1591	UNC13B	Unc-13 family
O14796	SH21B_HUMAN	Homo sapiens (Human)	132	SH2D1B	
O14798	TR10C_HUMAN	Homo sapiens (Human)	259	TNFRSF10C	
O14802	RPC1_HUMAN	Homo sapiens (Human)	1390	POLR3A	RNA polymerase beta' chain family
O14807	RASM_HUMAN	Homo sapiens (Human)	208	MRAS	Small GTPase superfamily
O14810	CPLX1_HUMAN	Homo sapiens (Human)	134	CPLX1	Complexin/synaphin family
O14813	PHX2A_HUMAN	Homo sapiens (Human)	284	PHOX2A	Paired homeobox family
O14815	CAN9_HUMAN	Homo sapiens (Human)	690	CAPN9	Peptidase C2 family
O14817	TSN4_HUMAN	Homo sapiens (Human)	238	TSPAN4	Tetraspanin (TM4SF) family
O14818	PSA7_HUMAN	Homo sapiens (Human)	248	PSMA7	Peptidase T1A family
O14827	RGRF2_HUMAN	Homo sapiens (Human)	1237	RASGRF2	
O14828	SCAM3_HUMAN	Homo sapiens (Human)	347	SCAMP3	SCAMP family
O14829	PPE1_HUMAN	Homo sapiens (Human)	653	PPEF1	PPP phosphatase family
O14830	PPE2_HUMAN	Homo sapiens (Human)	753	PPEF2	PPP phosphatase family
O14832	PAHX_HUMAN	Homo sapiens (Human)	338	PHYH	PhyH family
O14836	TR13B_HUMAN	Homo sapiens (Human)	293	TNFRSF13B	
O14841	OPLA_HUMAN	Homo sapiens (Human)	1288	OPLAH	Oxoprolinase family
O14842	FFAR1_HUMAN	Homo sapiens (Human)	300	FFAR1	G-protein coupled receptor 1 family
O14843	FFAR3_HUMAN	Homo sapiens (Human)	346	FFAR3	G-protein coupled receptor 1 family
O14862	AIM2_HUMAN	Homo sapiens (Human)	343	AIM2	HIN-200 family
O14863	ZNT4_HUMAN	Homo sapiens (Human)	429	SLC30A4	Cation diffusion facilitator (CDF) transporter (TC 2.A.4) family
O14867	BACH1_HUMAN	Homo sapiens (Human)	736	BACH1	BZIP family
O14874	BCKD_HUMAN	Homo sapiens (Human)	412	BCKDK	PDK/BCKDK protein kinase family
O14879	IFIT3_HUMAN	Homo sapiens (Human)	490	IFIT3	IFIT family
O14880	MGST3_HUMAN	Homo sapiens (Human)	152	MGST3	MAPEG family
O14893	GEMI2_HUMAN	Homo sapiens (Human)	280	GEMIN2	Gemin-2 family
O14894	T4S5_HUMAN	Homo sapiens (Human)	197	TM4SF5	L6 tetraspanin family
O14896	IRF6_HUMAN	Homo sapiens (Human)	467	IRF6	IRF family
O14901	KLF11_HUMAN	Homo sapiens (Human)	512	KLF11	Sp1 C2H2-type zinc-finger protein family
O14904	WNT9A_HUMAN	Homo sapiens (Human)	365	WNT9A	Wnt family
O14905	WNT9B_HUMAN	Homo sapiens (Human)	357	WNT9B	Wnt family
O14907	TX1B3_HUMAN	Homo sapiens (Human)	124	TAX1BP3	
O14908	GIPC1_HUMAN	Homo sapiens (Human)	333	GIPC1	GIPC family
O14910	LIN7A_HUMAN	Homo sapiens (Human)	233	LIN7A	Lin-7 family
O14917	PCD17_HUMAN	Homo sapiens (Human)	1159	PCDH17	
O14920	IKKB_HUMAN	Homo sapiens (Human)	756	IKBKB	Protein kinase superfamily
O14924	RGS12_HUMAN	Homo sapiens (Human)	1447	RGS12	
O14925	TIM23_HUMAN	Homo sapiens (Human)	209	TIMM23	Tim17/Tim22/Tim23 family
O14926	FSCN2_HUMAN	Homo sapiens (Human)	492	FSCN2	Fascin family
O14929	HAT1_HUMAN	Homo sapiens (Human)	419	HAT1	HAT1 family
O14931	NCTR3_HUMAN	Homo sapiens (Human)	201	NCR3	Natural cytotoxicity receptor (NCR) family
O14933	UB2L6_HUMAN	Homo sapiens (Human)	153	UBE2L6	Ubiquitin-conjugating enzyme family
O14936	CSKP_HUMAN	Homo sapiens (Human)	926	CASK	Protein kinase superfamily
O14939	PLD2_HUMAN	Homo sapiens (Human)	933	PLD2	Phospholipase D family
O14944	EREG_HUMAN	Homo sapiens (Human)	169	EREG	
O14948	TFEC_HUMAN	Homo sapiens (Human)	347	TFEC	MiT/TFE family
O14949	QCR8_HUMAN	Homo sapiens (Human)	82	UQCRQ	UQCRQ/QCR8 family
O14950	ML12B_HUMAN	Homo sapiens (Human)	172	MYL12B	
O14958	CASQ2_HUMAN	Homo sapiens (Human)	399	CASQ2	Calsequestrin family
O14960	LECT2_HUMAN	Homo sapiens (Human)	151	LECT2	LECT2/MIM-1 family
O14964	HGS_HUMAN	Homo sapiens (Human)	777	HGS	
O14965	AURKA_HUMAN	Homo sapiens (Human)	403	AURKA	Protein kinase superfamily
O14966	RAB7L_HUMAN	Homo sapiens (Human)	203	RAB29	Small GTPase superfamily
O14967	CLGN_HUMAN	Homo sapiens (Human)	610	CLGN	Calreticulin family
O14972	VP26C_HUMAN	Homo sapiens (Human)	297	VPS26C	VPS26 family
O14974	MYPT1_HUMAN	Homo sapiens (Human)	1030	PPP1R12A	
O14975	S27A2_HUMAN	Homo sapiens (Human)	620	SLC27A2	ATP-dependent AMP-binding enzyme family
O14976	GAK_HUMAN	Homo sapiens (Human)	1311	GAK	Protein kinase superfamily
O14977	AZIN1_HUMAN	Homo sapiens (Human)	448	AZIN1	Orn/Lys/Arg decarboxylase class-II family
O14978	ZN263_HUMAN	Homo sapiens (Human)	683	ZNF263	Krueppel C2H2-type zinc-finger protein family
O14979	HNRDL_HUMAN	Homo sapiens (Human)	420	HNRNPDL	
O14980	XPO1_HUMAN	Homo sapiens (Human)	1071	XPO1	Exportin family
O14981	BTAF1_HUMAN	Homo sapiens (Human)	1849	BTAF1	SNF2/RAD54 helicase family
O14983	AT2A1_HUMAN	Homo sapiens (Human)	1001	ATP2A1	Cation transport ATPase (P-type) (TC 3.A.3) family
O14986	PI51B_HUMAN	Homo sapiens (Human)	540	PIP5K1B	
O14994	SYN3_HUMAN	Homo sapiens (Human)	580	SYN3	Synapsin family
O15013	ARHGA_HUMAN	Homo sapiens (Human)	1369	ARHGEF10	
O15014	ZN609_HUMAN	Homo sapiens (Human)	1411	ZNF609	
O15015	ZN646_HUMAN	Homo sapiens (Human)	1832	ZNF646	Krueppel C2H2-type zinc-finger protein family
O15018	PDZD2_HUMAN	Homo sapiens (Human)	2839	PDZD2	
O15020	SPTN2_HUMAN	Homo sapiens (Human)	2390	SPTBN2	Spectrin family
O15021	MAST4_HUMAN	Homo sapiens (Human)	2623	MAST4	Protein kinase superfamily
O15027	SC16A_HUMAN	Homo sapiens (Human)	2357	SEC16A	SEC16 family
O15031	PLXB2_HUMAN	Homo sapiens (Human)	1838	PLXNB2	Plexin family
O15033	AREL1_HUMAN	Homo sapiens (Human)	823	AREL1	
O15040	TCPR2_HUMAN	Homo sapiens (Human)	1411	TECPR2	WD repeat KIAA0329 family
O15041	SEM3E_HUMAN	Homo sapiens (Human)	775	SEMA3E	Semaphorin family
O15042	SR140_HUMAN	Homo sapiens (Human)	1029	U2SURP	Splicing factor SR family
O15047	SET1A_HUMAN	Homo sapiens (Human)	1707	SETD1A	Class V-like SAM-binding methyltransferase superfamily
O15049	N4BP3_HUMAN	Homo sapiens (Human)	544	N4BP3	N4BP3 family
O15054	KDM6B_HUMAN	Homo sapiens (Human)	1643	KDM6B	UTX family
O15055	PER2_HUMAN	Homo sapiens (Human)	1255	PER2	
O15056	SYNJ2_HUMAN	Homo sapiens (Human)	1496	SYNJ2	Synaptojanin family
O15060	ZBT39_HUMAN	Homo sapiens (Human)	712	ZBTB39	Krueppel C2H2-type zinc-finger protein family
O15061	SYNEM_HUMAN	Homo sapiens (Human)	1565	SYNM	Intermediate filament family
O15062	ZBTB5_HUMAN	Homo sapiens (Human)	677	ZBTB5	
O15066	KIF3B_HUMAN	Homo sapiens (Human)	747	KIF3B	TRAFAC class myosin-kinesin ATPase superfamily
O15067	PUR4_HUMAN	Homo sapiens (Human)	1338	PFAS	FGAMS family
O15068	MCF2L_HUMAN	Homo sapiens (Human)	1137	MCF2L	MCF2 family
O15072	ATS3_HUMAN	Homo sapiens (Human)	1205	ADAMTS3	
O15075	DCLK1_HUMAN	Homo sapiens (Human)	740	DCLK1	Protein kinase superfamily
O15078	CE290_HUMAN	Homo sapiens (Human)	2479	CEP290	
O15079	SNPH_HUMAN	Homo sapiens (Human)	494	SNPH	
O15083	ERC2_HUMAN	Homo sapiens (Human)	957	ERC2	
O15084	ANR28_HUMAN	Homo sapiens (Human)	1053	ANKRD28	
O15085	ARHGB_HUMAN	Homo sapiens (Human)	1522	ARHGEF11	
O15091	MRPP3_HUMAN	Homo sapiens (Human)	583	PRORP	PPR family
O15105	SMAD7_HUMAN	Homo sapiens (Human)	426	SMAD7	Dwarfin/SMAD family
O15111	IKKA_HUMAN	Homo sapiens (Human)	745	CHUK	Protein kinase superfamily
O15116	LSM1_HUMAN	Homo sapiens (Human)	133	LSM1	SnRNP Sm proteins family
O15117	FYB1_HUMAN	Homo sapiens (Human)	783	FYB1	
O15118	NPC1_HUMAN	Homo sapiens (Human)	1278	NPC1	Patched family
O15119	TBX3_HUMAN	Homo sapiens (Human)	743	TBX3	
O15120	PLCB_HUMAN	Homo sapiens (Human)	278	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase family
O15121	DEGS1_HUMAN	Homo sapiens (Human)	323	DEGS1	Fatty acid desaturase type 1 family
O15123	ANGP2_HUMAN	Homo sapiens (Human)	496	ANGPT2	
O15126	SCAM1_HUMAN	Homo sapiens (Human)	338	SCAMP1	SCAMP family
O15127	SCAM2_HUMAN	Homo sapiens (Human)	329	SCAMP2	SCAMP family
O15130	NPFF_HUMAN	Homo sapiens (Human)	113	NPFF	FARP (FMRFamide related peptide) family
O15131	IMA6_HUMAN	Homo sapiens (Human)	539	KPNA5	Importin alpha family
O15143	ARC1B_HUMAN	Homo sapiens (Human)	372	ARPC1B	WD repeat ARPC1 family
O15144	ARPC2_HUMAN	Homo sapiens (Human)	300	ARPC2	ARPC2 family
O15145	ARPC3_HUMAN	Homo sapiens (Human)	178	ARPC3	ARPC3 family
O15146	MUSK_HUMAN	Homo sapiens (Human)	869	MUSK	Protein kinase superfamily
O15151	MDM4_HUMAN	Homo sapiens (Human)	490	MDM4	MDM2/MDM4 family
O15155	BET1_HUMAN	Homo sapiens (Human)	118	BET1	BET1 family
O15156	ZBT7B_HUMAN	Homo sapiens (Human)	539	ZBTB7B	
O15160	RPAC1_HUMAN	Homo sapiens (Human)	346	POLR1C	Archaeal Rpo3/eukaryotic RPB3 RNA polymerase subunit family
O15162	PLS1_HUMAN	Homo sapiens (Human)	318	PLSCR1	Phospholipid scramblase family
O15164	TIF1A_HUMAN	Homo sapiens (Human)	1050	TRIM24	
O15165	LRAD4_HUMAN	Homo sapiens (Human)	306	LDLRAD4	PMEPA1 family
O15169	AXIN1_HUMAN	Homo sapiens (Human)	862	AXIN1	
O15173	PGRC2_HUMAN	Homo sapiens (Human)	223	PGRMC2	Cytochrome b5 family
O15178	TBXT_HUMAN	Homo sapiens (Human)	435	TBXT	
O15182	CETN3_HUMAN	Homo sapiens (Human)	167	CETN3	Centrin family
O15194	CTDSL_HUMAN	Homo sapiens (Human)	276	CTDSPL	
O15195	VILL_HUMAN	Homo sapiens (Human)	856	VILL	Villin/gelsolin family
O15197	EPHB6_HUMAN	Homo sapiens (Human)	1021	EPHB6	Protein kinase superfamily
O15198	SMAD9_HUMAN	Homo sapiens (Human)	467	SMAD9	Dwarfin/SMAD family
O15204	ADEC1_HUMAN	Homo sapiens (Human)	470	ADAMDEC1	
O15205	UBD_HUMAN	Homo sapiens (Human)	165	UBD	
O15209	ZBT22_HUMAN	Homo sapiens (Human)	634	ZBTB22	Krueppel C2H2-type zinc-finger protein family
O15211	RGL2_HUMAN	Homo sapiens (Human)	777	RGL2	
O15212	PFD6_HUMAN	Homo sapiens (Human)	129	PFDN6	Prefoldin subunit beta family
O15217	GSTA4_HUMAN	Homo sapiens (Human)	222	GSTA4	GST superfamily
O15226	NKRF_HUMAN	Homo sapiens (Human)	690	NKRF	
O15228	GNPAT_HUMAN	Homo sapiens (Human)	680	GNPAT	GPAT/DAPAT family
O15229	KMO_HUMAN	Homo sapiens (Human)	486	KMO	Aromatic-ring hydroxylase family
O15230	LAMA5_HUMAN	Homo sapiens (Human)	3695	LAMA5	
O15231	ZN185_HUMAN	Homo sapiens (Human)	689	ZNF185	
O15232	MATN3_HUMAN	Homo sapiens (Human)	486	MATN3	
O15234	CASC3_HUMAN	Homo sapiens (Human)	703	CASC3	CASC3 family
O15239	NDUA1_HUMAN	Homo sapiens (Human)	70	NDUFA1	Complex I NDUFA1 subunit family
O15240	VGF_HUMAN	Homo sapiens (Human)	615	VGF	
O15243	OBRG_HUMAN	Homo sapiens (Human)	131	LEPROT	OB-RGRP/VPS55 family
O15244	S22A2_HUMAN	Homo sapiens (Human)	555	SLC22A2	Major facilitator (TC 2.A.1) superfamily
O15245	S22A1_HUMAN	Homo sapiens (Human)	554	SLC22A1	Major facilitator (TC 2.A.1) superfamily
O15247	CLIC2_HUMAN	Homo sapiens (Human)	247	CLIC2	Chloride channel CLIC family
O15254	ACOX3_HUMAN	Homo sapiens (Human)	700	ACOX3	Acyl-CoA oxidase family
O15258	RER1_HUMAN	Homo sapiens (Human)	196	RER1	RER1 family
O15259	NPHP1_HUMAN	Homo sapiens (Human)	732	NPHP1	Nephrocystin-1 family
O15260	SURF4_HUMAN	Homo sapiens (Human)	269	SURF4	SURF4 family
O15263	DFB4A_HUMAN	Homo sapiens (Human)	64	DEFB4A
O15264	MK13_HUMAN	Homo sapiens (Human)	365	MAPK13	Protein kinase superfamily
O15265	ATX7_HUMAN	Homo sapiens (Human)	892	ATXN7	Ataxin-7 family
O15266	SHOX_HUMAN	Homo sapiens (Human)	292	SHOX	Paired homeobox family
O15269	SPTC1_HUMAN	Homo sapiens (Human)	473	SPTLC1	Class-II pyridoxal-phosphate-dependent aminotransferase family
O15270	SPTC2_HUMAN	Homo sapiens (Human)	562	SPTLC2	Class-II pyridoxal-phosphate-dependent aminotransferase family
O15273	TELT_HUMAN	Homo sapiens (Human)	167	TCAP	
O15287	FANCG_HUMAN	Homo sapiens (Human)	622	FANCG	
O15294	OGT1_HUMAN	Homo sapiens (Human)	1046	OGT	Glycosyltransferase 41 family
O15296	LX15B_HUMAN	Homo sapiens (Human)	676	ALOX15B	Lipoxygenase family
O15297	PPM1D_HUMAN	Homo sapiens (Human)	605	PPM1D	PP2C family
O15303	GRM6_HUMAN	Homo sapiens (Human)	877	GRM6	G-protein coupled receptor 3 family
O15304	SIVA_HUMAN	Homo sapiens (Human)	175	SIVA1	
O15305	PMM2_HUMAN	Homo sapiens (Human)	246	PMM2	Eukaryotic PMM family
O15315	RA51B_HUMAN	Homo sapiens (Human)	384	RAD51B	RecA family
O15318	RPC7_HUMAN	Homo sapiens (Human)	223	POLR3G	Eukaryotic RPC7 RNA polymerase subunit family
O15327	INP4B_HUMAN	Homo sapiens (Human)	924	INPP4B	Inositol 3,4-bisphosphate 4-phosphatase family
O15342	VA0E1_HUMAN	Homo sapiens (Human)	81	ATP6V0E1	V-ATPase e1/e2 subunit family
